Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/fb/464ce517799c0b01138b14fdb1c9dd/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep3_R1.mzML,/nextflow_runs/work/49/fff17fe9717f1f92c3b4f3077568c3/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep2_R1.mzML,/nextflow_runs/work/05/0ef9e12a9f67c211060c7bab5069a9/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep4_R1.mzML,/nextflow_runs/work/4a/9432495e41bd8bbe87c9d3638261ab/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep3_R1.mzML,/nextflow_runs/work/32/cfdc447731b6ae3eeb8a1a59d80f7d/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep2_R1.mzML,/nextflow_runs/work/a5/0d03ac2c94125adce7ed102f01d7b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep1_R1.mzML,/nextflow_runs/work/41/7194089913d508dfafd83cefbf2d44/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep1_R1.mzML,/nextflow_runs/work/87/7227e97a34af4640a32017e9bedaf0/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep4_R1.mzML
P16460,P16460,ASSY_MOUSE,Ass1,Argininosuccinate synthase,1.35E+06,1.13E+06,1.36E+06,1.26E+06,1.23E+06,1.22E+06,1.50E+06,1.54E+06
P16546,P16546,SPTN1_MOUSE,Sptan1,"Spectrin alpha chain, non-erythrocytic 1",105590,100042,104969,103101,109424,96148.1,99082.9,100217
P16627;P17879;Q61696,P16627;P17879;Q61696,HS71A_MOUSE;HS71B_MOUSE;HS71L_MOUSE,Hspa1a;Hspa1b;Hspa1l,Heat shock 70 kDa protein 1-like,18319.9,13182.9,12467,16304.5,7636.23,11677.4,9348.68,12165.6
P16675,P16675,PPGB_MOUSE,Ctsa,Lysosomal protective protein,8412.26,10594.2,11822,12263.2,12369.3,8435.82,11524.7,4162.48
P16858,P16858,G3P_MOUSE,Gapdh,Glyceraldehyde-3-phosphate dehydrogenase,569017,241271,532824,404231,306039,338798,284374,435825
P16882,P16882,GHR_MOUSE,Ghr,Growth hormone receptor,13571.2,10035.3,11758.7,11952.6,10865.6,7230.23,9309.46,10515.6
P16951,P16951,ATF2_MOUSE,Atf2,Cyclic AMP-dependent transcription factor ATF-2,7085.13,8681.8,7896.46,9265.23,6441.74,6430.91,3185.88,5818.21
P17047,P17047,LAMP2_MOUSE,Lamp2,Lysosome-associated membrane glycoprotein 2,1.17E+06,1.34E+06,1.20E+06,1.25E+06,1.24E+06,1.25E+06,1.18E+06,1.21E+06
P17095,P17095,HMGA1_MOUSE,Hmga1,High mobility group protein HMG-I/HMG-Y,112370,87598,84664.7,104620,144760,128909,96021.7,106703
P17182,P17182,ENOA_MOUSE,Eno1,Alpha-enolase,306595,244655,302754,234926,268585,215573,265326,307573
P17183,P17183,ENOG_MOUSE,Eno2,Gamma-enolase,,,,,,,1602.22,
P17208;Q63955,P17208;Q63955,PO4F1_MOUSE;PO4F3_MOUSE,Pou4f1;Pou4f3,"POU domain, class 4, transcription factor 1",126281,42968.9,97385.4,55319.6,110839,42570.5,35953.7,140622
P17225,P17225,PTBP1_MOUSE,Ptbp1,Polypyrimidine tract-binding protein 1,89589.6,61525.1,47112.6,40594.6,77419.5,88076.2,59524.5,74070.1
P17225;Q8BHD7,P17225;Q8BHD7,PTBP1_MOUSE;PTBP3_MOUSE,Ptbp1;Ptbp3,Polypyrimidine tract-binding protein 1,49368.2,42393.3,51799.4,41726,36719.5,40207.4,41764.6,38101.7
P17426,P17426,AP2A1_MOUSE,Ap2a1,AP-2 complex subunit alpha-1,7685.98,10011.9,6934.43,10761.4,8331.2,9248.96,11272.9,7578.66
P17426;P17427,P17426;P17427,AP2A1_MOUSE;AP2A2_MOUSE,Ap2a1;Ap2a2,AP-2 complex subunit alpha-1,10361,17437,22665.6,14404.5,11655.9,12935.6,10705.9,9999.12
P17427,P17427,AP2A2_MOUSE,Ap2a2,AP-2 complex subunit alpha-2,16529.5,9369.27,13811.4,12484.6,9357.74,10510.5,10328.8,11556.8
P17439,P17439,GBA1_MOUSE,Gba1,Lysosomal acid glucosylceramidase,20372.4,21854.3,29844.8,26617,26459.4,28230.2,29043.6,21383.5
P17563,P17563,SBP1_MOUSE,Selenbp1,Methanethiol oxidase,116481,50608.1,94973.3,92296.1,118334,89369.9,105849,94357.2
P17563;Q63836,P17563;Q63836,SBP1_MOUSE;SBP2_MOUSE,Selenbp1;Selenbp2,Methanethiol oxidase,906496,937905,802212,926166,1.00E+06,1.00E+06,1.16E+06,860558
P17665,P17665,COX7C_MOUSE,Cox7c,"Cytochrome c oxidase subunit 7C, mitochondrial",116452,558896,428874,494386,528698,527130,586445,444684
P17710,P17710,HXK1_MOUSE,Hk1,Hexokinase-1,10845.7,13298.4,13023.6,11632.1,10095.8,12495.7,11040.3,12699.3
P17717,P17717,UDB17_MOUSE,Ugt2b17,UDP-glucuronosyltransferase 2B17,2.62E+06,2.71E+06,2.37E+06,2.58E+06,2.72E+06,2.62E+06,2.62E+06,2.45E+06
P17717;P70691;Q62452;Q63886;Q64435,Q62452;Q63886;Q64435;Q6ZQM8;P17717;P70691,UD11_MOUSE;UD12_MOUSE;UD16_MOUSE;UD19_MOUSE;UDB17_MOUSE,Ugt1a1;Ugt1a2;Ugt1a6;Ugt1a9;Ugt2b17,UDP-glucuronosyltransferase 2B17,384433,135811,315702,387432,593849,328365,535602,409967
P17742,P17742,PPIA_MOUSE,Ppia,Peptidyl-prolyl cis-trans isomerase A,653406,532880,602254,554129,731867,648202,770456,669044
P17751,P17751,TPIS_MOUSE,Tpi1,Triosephosphate isomerase,1.14E+06,828885,1.16E+06,1.08E+06,1.16E+06,1.17E+06,1.29E+06,1.13E+06
P17918,P17918,PCNA_MOUSE,Pcna,Proliferating cell nuclear antigen,43364.2,29778.9,38600.1,39699.3,38351,40973,46611,40362.4
P18052,P18052;P49446,PTPRA_MOUSE,Ptpra,Receptor-type tyrosine-protein phosphatase alpha,,2593.84,8122.74,3368.94,3382.12,2001.19,4955.42,
P18242,P18242,CATD_MOUSE,Ctsd,Cathepsin D,266321,255905,253160,268213,212771,224053,220165,280297
P18572,P18572,BASI_MOUSE,Bsg,Basigin,519798,424159,554621,517533,646658,540005,506874,523039
P18581,P18581,CTR2_MOUSE,Slc7a2,Cationic amino acid transporter 2,14204.5,13084.3,15049.9,16819.2,12051.6,12583.1,13571.1,8792.98
P18608,P18608,HMGN1_MOUSE,Hmgn1,Non-histone chromosomal protein HMG-14,126961,114568,100499,160120,135153,134039,148004,165901
P18760,P18760,COF1_MOUSE,Cfl1,Cofilin-1,1.32E+06,1.31E+06,1.22E+06,1.27E+06,1.83E+06,1.38E+06,1.54E+06,1.30E+06
P18760;P45591,P18760;P45591,COF1_MOUSE;COF2_MOUSE,Cfl1;Cfl2,Cofilin-1,1.22E+06,1.21E+06,1.37E+06,1.33E+06,1.26E+06,1.43E+06,1.23E+06,1.23E+06
P18828,P18828,SDC1_MOUSE,Sdc1,Syndecan-1,3323.78,11651.2,,11628.2,9606.02,9190.67,7239.38,
P19096,P19096,FAS_MOUSE,Fasn,Fatty acid synthase,57933.4,35520.7,58054.5,52817.9,37605.8,41513.4,42976.3,53685.5
P19157,P19157;P46425,GSTP1_MOUSE,Gstp1,Glutathione S-transferase P 1,24126.8,11158.8,25129.9,11798.3,16394.2,9132.97,14632,26398
P19221,P19221,THRB_MOUSE,F2,Prothrombin,15983.5,15381.2,15569.6,18193.3,15748.8,19232.1,18872.3,12987.9
P19253,P19253,RL13A_MOUSE,Rpl13a,Large ribosomal subunit protein uL13,27645.5,,20509.2,18255.7,2857.14,14671.3,8983.8,18881.8
P19258,P19258,MPV17_MOUSE,Mpv17,Protein Mpv17,1275.38,2084.45,2712.24,2246.07,2306.57,,3289.92,403.205
P19426,P19426,NELFE_MOUSE,Nelfe,Negative elongation factor E,10412.6,6507.05,7678.46,7630.37,8874.18,7324,5434.94,6962.33
P19437,P19437,CD20_MOUSE,Ms4a1,B-lymphocyte antigen CD20,7411.74,,3197.31,,4583.16,1993.24,2552.23,3419.44
P19536,P19536,COX5B_MOUSE,Cox5b,"Cytochrome c oxidase subunit 5B, mitochondrial",787582,736500,720169,750126,846269,754497,886530,783499
P19639,P19639,GSTM3_MOUSE,Gstm3,Glutathione S-transferase Mu 3,10894.9,15572.7,10435,14643.9,15711.9,14811.2,15898.1,7862.94
P19783,P19783,COX41_MOUSE,Cox4i1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",1.04E+07,9.42E+06,9.79E+06,1.02E+07,1.22E+07,9.59E+06,1.05E+07,1.05E+07
P19973,P19973,LSP1_MOUSE,Lsp1,Lymphocyte-specific protein 1,10578.3,12862.4,9863.27,12098.1,6680.67,8586.87,8856.25,8267.33
P20029,P20029,BIP_MOUSE,Hspa5,Endoplasmic reticulum chaperone BiP,1.20E+06,1.20E+06,1.23E+06,1.30E+06,1.53E+06,1.29E+06,1.49E+06,1.30E+06
P20029;P63017,P16627;P17156;P17879;P20029;P63017;Q61696,BIP_MOUSE;HSP7C_MOUSE,Hspa5;Hspa8,Endoplasmic reticulum chaperone BiP,2.38E+06,2.21E+06,2.41E+06,2.24E+06,1.75E+06,2.17E+06,1.78E+06,2.40E+06
P20060,P20060,HEXB_MOUSE,Hexb,Beta-hexosaminidase subunit beta,117533,130881,139208,129101,153465,139684,153456,120904
P20065,P20065,TYB4_MOUSE,Tmsb4x,Thymosin beta-4,36786.7,46929.6,40699.9,59133.5,65582.8,73816.5,53273.5,43868.5
P20108,P20108,PRDX3_MOUSE,Prdx3,"Thioredoxin-dependent peroxide reductase, mitochondrial",2.13E+06,2.09E+06,2.37E+06,1.84E+06,2.06E+06,2.00E+06,2.18E+06,2.27E+06
P20152,P20152,VIME_MOUSE,Vim,Vimentin,127503,135138,130403,145157,156962,133485,130873,134902
P20152;P31001,P20152;P31001,DESM_MOUSE;VIME_MOUSE,Des;Vim,Vimentin,124467,117557,127524,131832,133236,113903,103058,128756
P20357,P20357,MTAP2_MOUSE,Map2,Microtubule-associated protein 2,17332.5,12619.5,17018.4,18494.4,17429.7,22691.2,13548.7,15978.3
P20444;P68404,P20444;P68404,KPCA_MOUSE;KPCB_MOUSE,Prkca;Prkcb,Protein kinase C alpha type,,3293.21,,7392.67,3485.51,4755.82,2550.22,
P20491,P20491,FCERG_MOUSE,Fcer1g,High affinity immunoglobulin epsilon receptor subunit gamma,39747.2,45195.6,35581.8,41622.6,47411.6,49009,38565.5,36630.2
P20852,P20852,CP2A5_MOUSE,Cyp2a5,Cytochrome P450 2A5,154539,163047,146935,170065,176548,196935,238652,177075
P20918,P20918,PLMN_MOUSE,Plg,Plasminogen,34834.2,29673.1,29151.7,33420.6,29369.9,30779.1,37542.3,27406.9
P21107,P21107,TPM3_MOUSE,Tpm3,Tropomyosin alpha-3 chain,887134,791235,865523,810025,1.10E+06,783134,918312,822482
P21107;P58771,P21107;P58771,TPM1_MOUSE;TPM3_MOUSE,Tpm1;Tpm3,Tropomyosin alpha-3 chain,177432,212417,119979,298522,298263,210053,267466,216268
P21107;P58771;P58774,P21107;P58771;P58774,TPM1_MOUSE;TPM2_MOUSE;TPM3_MOUSE,Tpm1;Tpm2;Tpm3,Tropomyosin alpha-3 chain,984957,784568,1.17E+06,1.15E+06,1.24E+06,899885,997398,1.54E+06
P21107;P58771;P58774;Q6IRU2,P21107;P58771;P58774;Q6IRU2,TPM1_MOUSE;TPM2_MOUSE;TPM3_MOUSE;TPM4_MOUSE,Tpm1;Tpm2;Tpm3;Tpm4,Tropomyosin alpha-3 chain,220814,292504,221329,253762,409912,217056,330711,243444
P21126,P21126,UBL4A_MOUSE,Ubl4a,Ubiquitin-like protein 4A,17521.2,25123.5,18779.3,18006.3,22118.1,24082.2,24573.7,17437.8
P21278,P21278,GNA11_MOUSE,Gna11,Guanine nucleotide-binding protein subunit alpha-11,10747.5,14191.6,8005.05,12184.9,12268.4,13446.2,15316.1,16605.9
P21278;P21279,P21278;P21279;P30677,GNA11_MOUSE;GNAQ_MOUSE,Gna11;Gnaq,Guanine nucleotide-binding protein subunit alpha-11,14106.8,11196.4,15287.3,12662.1,12277.6,10689.4,10096.6,10582.6
P21278;P21279;P27601,O70443;P21278;P21279;P27600;P27601;P30677,GNA11_MOUSE;GNA13_MOUSE;GNAQ_MOUSE,Gna11;Gna13;Gnaq,Guanine nucleotide-binding protein subunit alpha-11,,17896.1,14065.7,14414.3,11765.1,20565.4,15789.4,14880.5
P21279,O70443;P21278;P21279;P27600;P27601;P30677,GNAQ_MOUSE,Gnaq,Guanine nucleotide-binding protein G(q) subunit alpha,12263.4,5843.7,10480.2,10702.8,9707.52,12217.2,10534.7,11542.9
P21440,P21440,MDR3_MOUSE,Abcb4,Phosphatidylcholine translocator ABCB4,19924.6,15037,15803.1,17817.6,19045.5,17010,13347.2,16367.2
P21440;Q9DC29,P06795;P21440;P21447;Q9DC29,ABCB6_MOUSE;MDR3_MOUSE,Abcb4;Abcb6,Phosphatidylcholine translocator ABCB4,4381.87,3242.99,4406.83,3817.56,7841.43,6643.95,6078.19,7490.44
P21440;Q9QY30,P06795;P21440;P21447;Q9QY30,ABCBB_MOUSE;MDR3_MOUSE,Abcb11;Abcb4,Phosphatidylcholine translocator ABCB4,6980.19,3213.73,6837.39,6072.43,9409.63,7113.93,6697.08,7812.68
P21460,P21460,CYTC_MOUSE,Cst3,Cystatin-C,9058.92,14654.2,13847.6,7681.63,10310.1,9120.29,10292,10446.9
P21570,P21570,ANGI_MOUSE,Ang,Angiogenin,2341.71,4459.17,4130.27,3884.01,2392.47,6165.38,3066.65,
P21614,P21614,VTDB_MOUSE,Gc,Vitamin D-binding protein,1.22E+06,1.05E+06,1.21E+06,1.15E+06,1.38E+06,1.14E+06,1.16E+06,1.22E+06
P21619,P21619,LMNB2_MOUSE,Lmnb2,Lamin-B2,8207.87,8746.83,7108.65,8241.95,12102.3,9308.65,9921.99,7564.1
P21956,P21956,MFGM_MOUSE,Mfge8,Lactadherin,11142.1,1851.73,4926.61,4598.46,6252.82,3354.72,8936.46,2237.64
P21981,P21981,TGM2_MOUSE,Tgm2,Protein-glutamine gamma-glutamyltransferase 2,44275,36896.5,39770.3,41957.1,37734.1,32988.9,34961.5,36493.9
P22315,P22315,HEMH_MOUSE,Fech,"Ferrochelatase, mitochondrial",240746,186156,295546,192619,332229,304148,215821,183659
P22361,P22361,HNF1A_MOUSE,Hnf1a,Hepatocyte nuclear factor 1-alpha,9663.91,14557.5,10456,15551.1,17606,13721.5,13677.9,13972.4
P22437,P22437,PGH1_MOUSE,Ptgs1,Prostaglandin G/H synthase 1,6447.66,,9421.03,6316.93,6288.26,,,6012.78
P22599,P22599,A1AT2_MOUSE,Serpina1b,Alpha-1-antitrypsin 1-2,422485,146990,324744,388070,650096,349277,523321,413412
P22599;Q00897,P07758;P22599;Q00896;Q00897,A1AT2_MOUSE;A1AT4_MOUSE,Serpina1b;Serpina1d,Alpha-1-antitrypsin 1-2,1.53E+06,1.67E+06,1.35E+06,1.67E+06,1.45E+06,1.61E+06,1.13E+06,1.43E+06
P22599;Q00897;Q00898,P07758;P22599;Q00896;Q00897;Q00898,A1AT2_MOUSE;A1AT4_MOUSE;A1AT5_MOUSE,Serpina1b;Serpina1d;Serpina1e,Alpha-1-antitrypsin 1-2,2.31E+06,2.23E+06,1.91E+06,1.80E+06,3.50E+06,2.41E+06,2.87E+06,2.33E+06
P22892,P22892,AP1G1_MOUSE,Ap1g1,AP-1 complex subunit gamma-1,9346.98,10527.7,9933.98,9842.37,9881.57,10186.9,10959.6,12109.8
P22907,P22907,HEM3_MOUSE,Hmbs,Porphobilinogen deaminase,237810,272236,258325,265463,241044,266071,236634,258954
P23116,P23116,EIF3A_MOUSE,Eif3a,Eukaryotic translation initiation factor 3 subunit A,24167.8,29183.1,23377.1,32079,34810.7,20923.8,31247.8,27304.6
P23198,P23198,CBX3_MOUSE,Cbx3,Chromobox protein homolog 3,161316,125128,185303,172508,178482,177510,168000,187168
P23204,P23204,PPARA_MOUSE,Ppara,Peroxisome proliferator-activated receptor alpha,33990.8,13856.7,,,,,9809.2,
P23249,P23249,MOV10_MOUSE,Mov10,Putative helicase MOV-10,46891,60897.6,48221.8,48384.7,48970.9,52918.9,49925.7,54804
P23492,P23492,PNPH_MOUSE,Pnp,Purine nucleoside phosphorylase,800804,832218,713949,721482,966679,831129,889610,811730
P23506,P23506,PIMT_MOUSE,Pcmt1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,4075.99,,5710.92,6282.06,3401.46,4697.6,2577.8,
P23589,P23589,CAH5A_MOUSE,Ca5a,"Carbonic anhydrase 5A, mitochondrial",41490.4,49063.6,37721.1,41465.6,37384.1,48497,46955.8,35342.5
P23591,P23591,FCL_MOUSE,Gfus,GDP-L-fucose synthase,11115.7,15874.9,11550.6,14058.5,14328.8,18597.6,17227.5,15598
P23780,P23780,BGAL_MOUSE,Glb1,Beta-galactosidase,45663.8,28574.7,41442,32792.8,33079.1,24299.6,24284.4,30566.6
P23881,P23881,TCEA3_MOUSE,Tcea3,Transcription elongation factor A protein 3,4550.44,4879.07,4471.44,6142.96,5263.68,6654.29,7586.54,6264.89
P23949,P23949,TISD_MOUSE,Zfp36l2,mRNA decay activator protein ZFP36L2,1413.35,1525.02,,,970.673,1871.86,1681.73,
P23950,P23950,TISB_MOUSE,Zfp36l1,mRNA decay activator protein ZFP36L1,15710.7,13655.9,11260.8,11542,10979.5,12530.8,8888.73,8143.04
P23953,P23953,EST1C_MOUSE,Ces1c,Carboxylesterase 1C,1.28E+06,1.17E+06,1.18E+06,1.26E+06,1.27E+06,1.23E+06,1.18E+06,1.21E+06
P23953;Q64176;Q8VCC2;Q8VCT4;Q91WU0,P23953;Q64176;Q8VCC2;Q8VCT4;Q91WU0,EST1C_MOUSE;EST1D_MOUSE;EST1E_MOUSE;EST1F_MOUSE;EST1_MOUSE,Ces1;Ces1c;Ces1d;Ces1e;Ces1f,Carboxylesterase 1C,25037.3,37179.4,20246.4,35273.6,59035.4,41057.9,66612.1,26314
P23953;Q8VCC2;Q8VCT4,P23953;Q8VCC2;Q8VCT4,EST1C_MOUSE;EST1D_MOUSE;EST1_MOUSE,Ces1;Ces1c;Ces1d,Carboxylesterase 1C,1.23E+07,1.01E+07,1.28E+07,1.09E+07,7.55E+06,8.77E+06,7.11E+06,1.20E+07
P24063,P24063,ITAL_MOUSE,Itgal,Integrin alpha-L,16211.4,15656,13382.1,16710,17573.5,17001.4,16176.3,16713
P24270,P24270,CATA_MOUSE,Cat,Catalase,159944,161121,173826,195384,133162,145606,193222,208446
P24369,P24369,PPIB_MOUSE,Ppib,Peptidyl-prolyl cis-trans isomerase B,547739,623912,736926,616430,677490,811409,638814,689657
P24456,P24456,CP2DA_MOUSE,Cyp2d10,Cytochrome P450 2D10,849337,545555,938846,690798,972846,702282,731182,729714
P24456;P24457;Q8CIM7,P24456;P24457;Q8CIM7,CP2DA_MOUSE;CP2DB_MOUSE;CP2DQ_MOUSE,Cyp2d10;Cyp2d11;Cyp2d26,Cytochrome P450 2D10,50201.9,51721.7,72593.5,58326.9,83219.6,47488.3,89586.3,46441.6
P24456;Q8CIM7,P24456;Q8CIM7,CP2DA_MOUSE;CP2DQ_MOUSE,Cyp2d10;Cyp2d26,Cytochrome P450 2D10,502645,414705,496330,360229,568022,526588,409439,374177
P24457,P24457,CP2DB_MOUSE,Cyp2d11,Cytochrome P450 2D11,3441.91,,8112.33,,6159.32,1497.57,,
P24472,P24472,GSTA4_MOUSE,Gsta4,Glutathione S-transferase A4,35365.8,34176.9,34907.6,44931.3,30992.4,32748.1,36926.9,35777.6
P24472;P30115,P13745;P24472;P30115,GSTA3_MOUSE;GSTA4_MOUSE,Gsta3;Gsta4,Glutathione S-transferase A4,374482,417428,320854,364528,504507,427994,456238,277494
P24527,P24527,LKHA4_MOUSE,Lta4h,Leukotriene A-4 hydrolase,1.12E+06,1.13E+06,1.09E+06,1.07E+06,1.20E+06,1.13E+06,1.26E+06,1.14E+06
P24547,P24547,IMDH2_MOUSE,Impdh2,Inosine-5'-monophosphate dehydrogenase 2,25452.2,21642.8,25883.7,28172,27212.9,30538,30024.2,34202.7
P24549,P24549,AL1A1_MOUSE,Aldh1a1,Aldehyde dehydrogenase 1A1,1.44E+06,1.09E+06,1.46E+06,1.31E+06,1.67E+06,1.33E+06,1.87E+06,1.67E+06
P24638,P24638,PPAL_MOUSE,Acp2,Lysosomal acid phosphatase,49125,42318.7,35651.2,50158.1,40392.8,44788.8,38887.5,41256.7
P24668,P24668,MPRD_MOUSE,M6pr,Cation-dependent mannose-6-phosphate receptor,142773,141898,117688,130876,167809,131134,151206,126468
P24721,P24721,ASGR2_MOUSE,Asgr2,Asialoglycoprotein receptor 2,122058,155438,73882.1,155013,120656,133786,213979,133384
P24788,P24788,CD11B_MOUSE,Cdk11b,Cyclin-dependent kinase 11B,10182.6,7937.21,9738.61,8275.89,6912.67,9167.49,7411.86,8101.99
P25322,P25322,CCND1_MOUSE,Ccnd1,G1/S-specific cyclin-D1,,1187.45,1544.75,1223.85,383.614,,1317.96,
P25444,P25444,RS2_MOUSE,Rps2,Small ribosomal subunit protein uS5,3461.48,5919.32,7416.06,9432.45,2999.79,4931.6,6266.28,7594.34
P25446,P25446,TNR6_MOUSE,Fas,Tumor necrosis factor receptor superfamily member 6,31078.7,30487.7,36960.9,30928.1,34811,28549.4,30527.2,31717.9
P25688,P25688,URIC_MOUSE,Uox,Uricase,5.60E+06,4.91E+06,4.29E+06,5.49E+06,5.97E+06,6.13E+06,4.98E+06,4.35E+06
P25911,P25911,LYN_MOUSE,Lyn,Tyrosine-protein kinase Lyn,6468.79,8617.76,9657.39,8759.93,8746.78,10089.7,8439.36,8185.98
P25976,P25976,UBF1_MOUSE,Ubtf,Nucleolar transcription factor 1,5458.6,,,2715.97,6737.58,3323.59,4025.83,3015.28
P26039,P26039,TLN1_MOUSE,Tln1,Talin-1,48169.5,38912.8,45280.5,47724.1,40034.5,44172.8,38762.8,41582.2
P26039;Q71LX4,P26039;Q71LX4,TLN1_MOUSE;TLN2_MOUSE,Tln1;Tln2,Talin-1,26176.3,22831,28202.6,25965.4,24372.6,26310.9,22322.4,29572
P26040,P26040,EZRI_MOUSE,Ezr,Ezrin,,2152.82,2536.54,1762.34,3212.26,2184.58,,
P26040;P26041;P26043,P26040;P26041;P26043,EZRI_MOUSE;MOES_MOUSE;RADI_MOUSE,Ezr;Msn;Rdx,Ezrin,238415,219531,207132,224927,319879,213298,304917,232511
P26040;P26043,P26040;P26043,EZRI_MOUSE;RADI_MOUSE,Ezr;Rdx,Ezrin,115753,150548,58265.5,95878.5,142235,149107,241558,181216
P26041,P26041,MOES_MOUSE,Msn,Moesin,16873.4,16582.6,19864.5,19632.1,15273,16576.6,17241.7,17604.9
P26041;P26043,P26041;P26043,MOES_MOUSE;RADI_MOUSE,Msn;Rdx,Moesin,505933,832965,643729,657850,554580,666037,673707,457726
P26043,P26043,RADI_MOUSE,Rdx,Radixin,1.28E+06,1.19E+06,1.24E+06,1.22E+06,1.49E+06,1.23E+06,1.37E+06,1.39E+06
P26150,P26150,3BHS3_MOUSE,Hsd3b3,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3,43413.9,36780.8,40765.8,41926.8,43708.5,39705.4,40013.9,38580.9
P26151,P26151,FCGR1_MOUSE,Fcgr1,High affinity immunoglobulin gamma Fc receptor I,,5194.75,,,4762.3,5148.85,3549.54,4306.99
P26231,P26231,CTNA1_MOUSE,Ctnna1,Catenin alpha-1,853631,714806,866018,954406,850134,738304,600791,808565
P26262,P26262,KLKB1_MOUSE,Klkb1,Plasma kallikrein,8822.43,6670.77,10063.7,9470.82,7202.82,7624.74,9097.59,9831.87
P26350,P26350,PTMA_MOUSE,Ptma,Prothymosin alpha,618473,571993,620152,619772,677902,607536,703616,635045
P26369,P26369,U2AF2_MOUSE,U2af2,Splicing factor U2AF 65 kDa subunit,9748.85,9078.83,8637.27,12803.7,9048.54,10063.6,12853.6,10637
P26443,P26443,DHE3_MOUSE,Glud1,"Glutamate dehydrogenase 1, mitochondrial",103770,52014.6,108661,105961,61754.3,74321.3,95419.8,107556
P26516,P26516,PSMD7_MOUSE,Psmd7,26S proteasome non-ATPase regulatory subunit 7,8471.46,8478.06,7039.84,10897.4,8317.12,8831.52,9008.29,9467.66
P26638,P26638,SYSC_MOUSE,Sars1,"Serine--tRNA ligase, cytoplasmic",9699.58,5196.12,8128.83,5249.13,5838.63,5899.23,5043.69,7328.35
P26645,P26645,MARCS_MOUSE,Marcks,Myristoylated alanine-rich C-kinase substrate,111962,138049,103152,120428,134979,132975,124477,115356
P27040,P27040,AVR2B_MOUSE,Acvr2b,Activin receptor type-2B,11943.8,30633.4,21909.9,30040.9,12316.7,20279.9,9034.01,8332.24
P27046,P27046,MA2A1_MOUSE,Man2a1,Alpha-mannosidase 2,51868.7,39615.5,44657.5,47963.8,36460.7,38619.7,38930.9,46563
P27046;Q8BRK9,P27046;Q8BRK9,MA2A1_MOUSE;MA2A2_MOUSE,Man2a1;Man2a2,Alpha-mannosidase 2,5552.16,5410,7068,2871.43,7355.33,3436.47,2195.06,6546.88
P27048;P63163,P27048;P63163,RSMB_MOUSE;RSMN_MOUSE,Snrpb;Snrpn,Small nuclear ribonucleoprotein-associated protein B,28074.6,32422,23513.2,33096.1,20846.4,31505.5,29017.7,35452.4
P27546,P27546,MAP4_MOUSE,Map4,Microtubule-associated protein 4,188799,202250,197832,206139,232619,232946,229559,187345
P27601,P27600;P27601,GNA13_MOUSE,Gna13,Guanine nucleotide-binding protein subunit alpha-13,,47573.2,43477.6,,41244.9,,56698.1,55911.7
P27612,P27612,PLAP_MOUSE,Plaa,Phospholipase A-2-activating protein,32004.7,32914.3,30826.1,28568.7,31287,30984.2,36371.9,29586.4
P27661,C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;P27661;Q64522;Q64523;Q6GSS7;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2,H2AX_MOUSE,H2ax,Histone H2AX,961811,875726,887315,1.05E+06,895794,740974,738330,1.05E+06
P27773,P27773,PDIA3_MOUSE,Pdia3,Protein disulfide-isomerase A3,152676,150440,156371,172906,160470,174266,191806,165717
P27784,P27784,CCL6_MOUSE,Ccl6,C-C motif chemokine 6,,2666.65,3475.41,2323.45,1061.56,2268.9,925.914,3276.84
P27786,P27786,CP17A_MOUSE,Cyp17a1,"Steroid 17-alpha-hydroxylase/17,20 lyase",32979.8,34215.8,39509.9,31925.8,46770.4,44055.8,36045.6,32921.6
P28033,P28033,CEBPB_MOUSE,Cebpb,CCAAT/enhancer-binding protein beta,5446.99,9233.63,5969.78,10896.7,9340.07,5414.96,10217.1,5702.46
P28063,P28063,PSB8_MOUSE,Psmb8,Proteasome subunit beta type-8,217662,215640,198031,202887,320581,258289,340883,224396
P28076,P28076,PSB9_MOUSE,Psmb9,Proteasome subunit beta type-9,221742,202380,189176,200184,192441,198172,179667,188238
P28078,P28078,DMA_MOUSE,H2-DMa,"Class II histocompatibility antigen, M alpha chain",12446.8,22288.5,12356,16357.6,12658.8,19590.3,14818,14328.6
P28230,P28230,CXB1_MOUSE,Gjb1,Gap junction beta-1 protein,45167.5,51579.3,49922.4,36449.6,54615.1,43326.3,42248.8,44440.5
P28271,P28271,ACOHC_MOUSE,Aco1,Cytoplasmic aconitate hydratase,45755.7,32364.4,40970.8,43359,36582.9,38873.4,41686.2,44167
