Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep1_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep1_R1.raw
P06802,P06802,ENPP1_MOUSE,Enpp1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,265084,234755,277017,265581,277207,270391,295500,293846
P06837,P06837,NEUM_MOUSE,Gap43,Neuromodulin,27705.7,29726,27579.3,26716.8,28163.7,24729.4,20674,19377.4
P06869,P06869,UROK_MOUSE,Plau,Urokinase-type plasminogen activator,3148.17,2573.06,2888.97,,3474.88,2196.25,1484.68,3370.87
P06909,P06909,CFAH_MOUSE,Cfh,Complement factor H,489182,483483,428198,469779,476633,446830,484395,538224
P07091,P07091,S10A4_MOUSE,S100a4,Protein S100-A4,23155,32520.5,26491.3,21160.5,28885.8,29715.6,21460.6,30122.4
P07214,P07214,SPRC_MOUSE,Sparc,SPARC,59867.8,44967.1,75329.9,48184.8,49711.3,46642.2,41749.8,41373.3
P07309,P07309,TTHY_MOUSE,Ttr,Transthyretin,2.42E+06,3.06E+06,2.56E+06,3.07E+06,3.01E+06,3.05E+06,3.29E+06,4.57E+06
P07310,P07310,KCRM_MOUSE,Ckm,Creatine kinase M-type,41005.5,53534.2,45189.5,31074.5,36409.1,46064.3,31853.4,40140.1
P07356,P07356,ANXA2_MOUSE,Anxa2,Annexin A2,444180,419032,390649,383618,398736,416816,399319,459226
P07361,P07361;Q60590,A1AG2_MOUSE,Orm2,Alpha-1-acid glycoprotein 2,427173,412723,577519,431120,390831,441979,310188,314969
P07724,P07724,ALBU_MOUSE,Alb,Albumin,3.95E+07,3.72E+07,3.69E+07,3.89E+07,3.89E+07,3.60E+07,5.86E+07,6.38E+07
P07742,P07742,RIR1_MOUSE,Rrm1,Ribonucleoside-diphosphate reductase large subunit,3456.74,,,,,,3084.05,3204.63
P07758,P07758;Q00896,A1AT1_MOUSE,Serpina1a,Alpha-1-antitrypsin 1-1,747820,915128,936180,800421,745540,844216,2.11E+06,3.51E+06
P07759,P07759,SPA3K_MOUSE,Serpina3k,Serine protease inhibitor A3K,317152,265607,437127,403280,534042,535295,613718,631910
P07901,P07901,HS90A_MOUSE,Hsp90aa1,Heat shock protein HSP 90-alpha,2.06E+06,2.17E+06,1.95E+06,2.03E+06,2.03E+06,1.76E+06,2.09E+06,2.29E+06
P08003,P08003,PDIA4_MOUSE,Pdia4,Protein disulfide-isomerase A4,1.42E+06,1.50E+06,1.33E+06,1.42E+06,1.30E+06,1.33E+06,1.51E+06,1.71E+06
P08030,P08030,APT_MOUSE,Aprt,Adenine phosphoribosyltransferase,185785,194509,201707,161501,159067,163185,174045,162140
P08032,P08032,SPTA1_MOUSE,Spta1,"Spectrin alpha chain, erythrocytic 1",208543,210656,229386,220441,209635,194169,199062,201652
P08043;Q6P560,P08043;Q6P560,ZFP2_MOUSE;ZN182_MOUSE,Zfp2;Znf182,Zinc finger protein ZFP2,,,,,,,,1645.48
P08101,P08101,FCGR2_MOUSE,Fcgr2,Low affinity immunoglobulin gamma Fc region receptor II,149964,139388,142802,168314,155889,119001,137139,144178
P08103,P08103,HCK_MOUSE,Hck,Tyrosine-protein kinase HCK,53007,33072,40041.2,43604.3,48079.3,41062.8,45743.3,31143
P08113,P08113,ENPL_MOUSE,Hsp90b1,Endoplasmin,4.90E+06,4.87E+06,4.75E+06,4.89E+06,5.40E+06,4.94E+06,6.43E+06,6.29E+06
P08121,P08121,CO3A1_MOUSE,Col3a1,Collagen alpha-1(III) chain,6167.58,3611.9,,,,,,2859.58
P08122,P08122,CO4A2_MOUSE,Col4a2,Collagen alpha-2(IV) chain,48390.1,41205,43828.7,53839.3,31076.7,41901.5,25168.6,29699.3
P08207,P08207,S10AA_MOUSE,S100a10,Protein S100-A10,28905.5,52970.3,40458,35309.5,46362.6,29427.8,31908.2,52241.9
P08226,P08226,APOE_MOUSE,Apoe,Apolipoprotein E,1.13E+07,1.13E+07,1.13E+07,1.22E+07,1.23E+07,1.21E+07,1.34E+07,1.39E+07
P08228,P08228,SODC_MOUSE,Sod1,Superoxide dismutase [Cu-Zn],2.33E+06,1.51E+06,978944,1.44E+06,2.36E+06,1.49E+06,4.24E+06,6.54E+06
P08249,P08249,MDHM_MOUSE,Mdh2,"Malate dehydrogenase, mitochondrial",1.66E+07,1.80E+07,1.62E+07,1.88E+07,1.60E+07,1.86E+07,1.51E+07,1.63E+07
P08607,P08607,C4BPA_MOUSE,C4bpa,C4b-binding protein,135768,103885,127547,139317,146376,145541,148221,155233
P08730,P08730;A6BLY7;Q61414;A1L317,K1C13_MOUSE,Krt13,"Keratin, type I cytoskeletal 13",,,,18009.8,,,,18631.8
P08752,P08752,GNAI2_MOUSE,Gnai2,Guanine nucleotide-binding protein G(i) subunit alpha-2,559336,426378,557832,444452,608588,633617,666314,672176
P08775,P08775,RPB1_MOUSE,Polr2a,DNA-directed RNA polymerase II subunit RPB1,,,8912.79,86268.9,27214.4,140267,18405.6,35094.1
P08905;P17897,P08905;P17897,LYZ1_MOUSE;LYZ2_MOUSE,Lyz1;Lyz2,Lysozyme C-2,59676.3,,,80968.6,,82718,147719,181690
P09055,P09055,ITB1_MOUSE,Itgb1,Integrin beta-1,816461,880402,919074,926232,885860,856903,794228,836381
P09103,P09103,PDIA1_MOUSE,P4hb,Protein disulfide-isomerase,1.79E+07,1.95E+07,1.85E+07,2.03E+07,2.09E+07,1.88E+07,2.04E+07,1.82E+07
P09405,P09405,NUCL_MOUSE,Ncl,Nucleolin,673600,651161,639649,648894,696463,697406,847576,884100
P09411,P09411,PGK1_MOUSE,Pgk1,Phosphoglycerate kinase 1,1.56E+06,1.42E+06,1.07E+06,1.15E+06,1.39E+06,1.45E+06,1.62E+06,2.08E+06
P09470,P09470,ACE_MOUSE,Ace,Angiotensin-converting enzyme,262139,265837,,,8374.26,,7116.6,6466.11
P09528,P09528,FRIH_MOUSE,Fth1,Ferritin heavy chain,76651.1,65225.9,89641.1,110116,91513.2,99830.7,90948.8,124416
P09542,P09542,MYL3_MOUSE,Myl3,Myosin light chain 3,,,,,40214.3,,,7428
P09581,P09581,CSF1R_MOUSE,Csf1r,Macrophage colony-stimulating factor 1 receptor,85405.7,59253.8,90955.2,87316.1,80372.6,67421.9,66761,70058.6
P09602,P09602,HMGN2_MOUSE,Hmgn2,Non-histone chromosomal protein HMG-17,1.20E+06,906136,976460,918997,1.31E+06,1.14E+06,1.70E+06,2.20E+06
P09671,P09671,SODM_MOUSE,Sod2,"Superoxide dismutase [Mn], mitochondrial",845239,1.14E+06,1.21E+06,984689,1.13E+06,945572,4.21E+06,1.05E+07
P09803,P09803,CADH1_MOUSE,Cdh1,Cadherin-1,74533.4,109422,138345,87609.4,69064.2,57016.7,80596.1,83823.7
P09813,P09813,APOA2_MOUSE,Apoa2,Apolipoprotein A-II,110612,105182,94966.4,98586.7,110498,136500,72475.5,64772.1
P09925,P09925,SURF1_MOUSE,Surf1,Surfeit locus protein 1,54221.4,53865.3,59790,72796.2,54935.4,62580.3,101541,118527
P09926,P09926,SURF2_MOUSE,Surf2,Surfeit locus protein 2,,,,,,,,4535.46
P0C0A3,P0C0A3,CHMP6_MOUSE,Chmp6,Charged multivesicular body protein 6,165156,,,158945,126252,,99151.6,99136.7
P0C0S6;Q3THW5,P0C0S6;Q3THW5,H2AV_MOUSE;H2AZ_MOUSE,H2az1;H2az2,Histone H2A.Z,329591,315501,364476,284384,223659,256215,228497,282537
P0C7L0,P0C7L0,WIPF3_MOUSE,Wipf3,WAS/WASL-interacting protein family member 3,143883,154311,160145,165167,141923,158133,114969,118441
P0C7N9,P0C7N9,PSMG4_MOUSE,Psmg4,Proteasome assembly chaperone 4,35464.7,35307.2,28582.7,33273.6,,92911.1,43040.9,54582.6
P0C7T6,P0C7T6,ATX1L_MOUSE,Atxn1l,Ataxin-1-like,,,,,,,4341.92,6861.64
P0C872,P0C872,JMJD7_MOUSE,Jmjd7,Bifunctional peptidase and (3S)-lysyl hydroxylase Jmjd7,15055.4,16253.6,,,,,13504.8,10570.2
P0C8B4,P0C8B4,GON7_MOUSE,Gon7,EKC/KEOPS complex subunit GON7,9147.54,,,5252.76,7781.59,8194.94,2408.62,
P0CG14,P0CG14,DERPC_MOUSE,Derpc,Decreased expression in renal and prostate cancer protein,16055.8,18639,22580.3,21855.1,23780,20990.7,16942.1,20176.2
P0DJE0,P0DJE0,PT100_MOUSE,Pet100,"Protein PET100 homolog, mitochondrial",167285,174317,205363,209083,208420,211355,196753,214079
P0DJF2,P0DJF2,PT117_MOUSE,Pet117,"Protein PET117 homolog, mitochondrial",65685.9,71162.7,61769.7,61222.9,75093.1,80631.6,71765.4,76692
P0DN34,P0DN34,NDUB1_MOUSE,Ndufb1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,15627.8,,,,,17964.1,52440.6,50669.4
P0DN89,P0DN89,TM254_MOUSE,Tmem254,Transmembrane protein 254,558792,458921,502469,540898,499232,550979,742686,833224
P0DOV2,P0DOV2,IFI4_MOUSE,Ifi204,Interferon-activable protein 204,758334,770271,786334,714154,732461,740036,627590,642538
P0DP26;P0DP27;P0DP28,P0DP26;P0DP27;P0DP28;Q9D6P8,CALM1_MOUSE;CALM2_MOUSE;CALM3_MOUSE,Calm1;Calm2;Calm3,Calmodulin-1,58439.3,37157.6,51111.9,41727.4,51956.3,59316.7,57120.5,48236.6
P0DW87,P0DW87,ZTRF1_MOUSE,Zftraf1,Zinc finger TRAF-type-containing protein 1,,,,1931.15,,,5925.02,8108.45
P10107,P10107,ANXA1_MOUSE,Anxa1,Annexin A1,,28333.3,16784.2,15785.6,19266.5,14847.6,18509.3,21260.3
P10126,P10126,EF1A1_MOUSE,Eef1a1,Elongation factor 1-alpha 1,6.95E+06,6.95E+06,6.04E+06,6.20E+06,6.17E+06,7.36E+06,7.42E+06,8.49E+06
P10404,P10404,ENV1_MOUSE,,MLV-related proviral Env polyprotein,31283.1,41801.4,20990.6,29406.6,28309.8,34424.3,28239.9,21841.3
P10493,P10493,NID1_MOUSE,Nid1,Nidogen-1,33453.7,26174.4,23192,29168.3,26377.8,25587.6,18047.3,25547.2
P10518,P10518,HEM2_MOUSE,Alad,Delta-aminolevulinic acid dehydratase,3.58E+06,3.50E+06,3.96E+06,3.85E+06,3.80E+06,4.08E+06,3.59E+06,3.56E+06
P10605,P10605,CATB_MOUSE,Ctsb,Cathepsin B,393951,311283,345237,337420,394311,341419,436802,463991
P10630,P60843;P10630,IF4A2_MOUSE,Eif4a2,Eukaryotic initiation factor 4A-II,821816,791240,806660,831087,821263,881777,1.09E+06,974270
P10637,P10637,TAU_MOUSE,Mapt,Microtubule-associated protein tau,148855,155402,174447,163078,149989,146642,112803,125224
P10639,P10639,THIO_MOUSE,Txn,Thioredoxin,8.12E+06,6.11E+06,7.86E+06,5.92E+06,8.71E+06,8.19E+06,7.92E+06,8.39E+06
P10648,P10648;P13745,GSTA2_MOUSE,Gsta2,Glutathione S-transferase A2,653192,475095,555553,589759,619284,578651,830188,826238
P10649,P10649,GSTM1_MOUSE,Gstm1,Glutathione S-transferase Mu 1,1.17E+07,1.12E+07,8.51E+06,1.03E+07,1.10E+07,1.05E+07,1.46E+07,1.59E+07
P10711,P10711,TCEA1_MOUSE,Tcea1,Transcription elongation factor A protein 1,433336,458461,476903,489609,480940,517230,502715,536262
P10833,P10833,RRAS_MOUSE,Rras,Ras-related protein R-Ras,106546,117377,126944,122420,118217,125230,137247,117053
P10852,P10852,4F2_MOUSE,Slc3a2,Amino acid transporter heavy chain SLC3A2,107185,119421,126315,114077,119523,119310,115582,113063
P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CGP1;Q8CGP2,P10853;P10854;P70696;Q64475;Q64478;Q64524;Q64525;Q6ZWY9;Q8CGP0;Q8CGP1;Q8CGP2;Q9D2U9,H2B1B_MOUSE;H2B1C_MOUSE;H2B1F_MOUSE;H2B1H_MOUSE;H2B1K_MOUSE;H2B1M_MOUSE;H2B1P_MOUSE;H2B2B_MOUSE,H2bc12;H2bc14;H2bc3;H2bc4;H2bc7;H2bc9;Hist1h2bp;Hist2h2bb,Histone H2B type 1-F/J/L,2.97E+06,2.86E+06,3.04E+06,3.18E+06,3.41E+06,2.82E+06,3.95E+06,5.05E+06
P10922,P10922,H10_MOUSE,H1-0,Histone H1.0,259727,268665,243433,280860,256049,207339,191728,222628
P11031,P11031,TCP4_MOUSE,Sub1,Activated RNA polymerase II transcriptional coactivator p15,500471,454914,401529,516459,445731,433113,485448,501165
P11087,P11087,CO1A1_MOUSE,Col1a1,Collagen alpha-1(I) chain,131971,140645,112552,127131,171629,119471,121419,128260
P11103,P11103,PARP1_MOUSE,Parp1,Poly [ADP-ribose] polymerase 1,20960.7,24440.6,8623.85,12241.7,13074,17300.7,15519.5,15168.3
P11247,P11247,PERM_MOUSE,Mpo,Myeloperoxidase,,,,,,,5191.39,5897.42
P11276,P11276,FINC_MOUSE,Fn1,Fibronectin,327214,318487,316158,349943,341416,332324,336113,358666
P11352,P11352,GPX1_MOUSE,Gpx1,Glutathione peroxidase 1,1.34E+06,1.22E+06,1.15E+06,1.15E+06,1.32E+06,1.16E+06,1.36E+06,1.33E+06
P11370,P10404;P11370,ENV2_MOUSE,Fv4,Retrovirus-related Env polyprotein from Fv-4 locus,19382.8,27468.3,29042.4,32022,32860.2,28610.2,27417.8,29953.2
P11404,P11404,FABPH_MOUSE,Fabp3,"Fatty acid-binding protein, heart",539514,520127,562390,590542,575278,455640,539629,631102
P11438,P11438,LAMP1_MOUSE,Lamp1,Lysosome-associated membrane glycoprotein 1,1.37E+06,1.42E+06,1.35E+06,1.43E+06,1.62E+06,1.37E+06,1.71E+06,1.60E+06
P11499,P07901;P11499,HS90B_MOUSE,Hsp90ab1,Heat shock protein HSP 90-beta,1.21E+07,1.23E+07,1.16E+07,1.18E+07,1.21E+07,1.17E+07,1.25E+07,1.26E+07
P11531,P11531,DMD_MOUSE,Dmd,Dystrophin,35859.7,27737.7,28389,35281.9,40563.6,29046.9,37781.6,48275.8
P11588,P02762;P04938;P11588;P11589;A2BIM8,MUP1_MOUSE,Mup1,Major urinary protein 1,314175,276464,360681,381086,317898,439483,369837,393125
P11609,P11609,CD1D1_MOUSE,Cd1d1,Antigen-presenting glycoprotein CD1d1,636402,579537,591156,629359,532389,470496,759434,666613
P11672,P11672,NGAL_MOUSE,Lcn2,Neutrophil gelatinase-associated lipocalin,13299.7,,,,,,13204,18628.5
P11679,P11679,K2C8_MOUSE,Krt8,"Keratin, type II cytoskeletal 8",3.07E+06,3.40E+06,2.85E+06,3.44E+06,3.24E+06,3.83E+06,3.41E+06,4.66E+06
P11680,P11680,PROP_MOUSE,Cfp,Properdin,112037,100959,101752,130495,117043,123033,105483,119783
P11688,P11688,ITA5_MOUSE,Itga5,Integrin alpha-5,149008,186336,203762,185509,153025,138541,142342,138995
P11714,P11714,CP2D9_MOUSE,Cyp2d9,Cytochrome P450 2D9,401183,356845,380555,397171,445027,378931,372698,311779
P11725,P11725,OTC_MOUSE,Otc,"Ornithine transcarbamylase, mitochondrial",3.26E+07,3.37E+07,3.55E+07,3.67E+07,3.61E+07,3.52E+07,3.70E+07,3.59E+07
P11835,P11835,ITB2_MOUSE,Itgb2,Integrin beta-2,127622,137286,119530,134728,133956,122795,126193,131895
P11859,P11859,ANGT_MOUSE,Agt,Angiotensinogen,161715,160397,179705,188509,173925,172210,128915,161836
P11862,P11862,GAS2_MOUSE,Gas2,Growth arrest-specific protein 2,108526,97149,107292,116848,112977,122565,101350,99809.3
P11930,P11930,NUD19_MOUSE,Nudt19,Acyl-coenzyme A diphosphatase NUDT19,480832,272269,208251,213974,373837,296449,524676,679401
P11983,P11983,TCPA_MOUSE,Tcp1,T-complex protein 1 subunit alpha,779999,701546,662222,655820,638774,741024,793306,784733
P12023,P12023;Q06335,A4_MOUSE,App,Amyloid-beta precursor protein,17455.8,13463.4,31511.2,,15161.9,23798.1,21611,20921
P12025,P12025,MK_MOUSE,Mdk,Midkine,5047.99,4698.46,5250.77,3776.03,4866.5,7259.87,4062.31,3017.88
P12246,P12246,SAMP_MOUSE,Apcs,Serum amyloid P-component,151524,154157,143719,169134,165416,177451,183733,154464
P12265,P12265,BGLR_MOUSE,Gusb,Beta-glucuronidase,244536,230668,265661,315908,253977,319576,272011,310880
P12367,P12367,KAP2_MOUSE,Prkar2a,cAMP-dependent protein kinase type II-alpha regulatory subunit,214574,196107,167933,163878,192650,213620,194416,207291
P12382,P12382,PFKAL_MOUSE,Pfkl,"ATP-dependent 6-phosphofructokinase, liver type",672834,608571,632309,663390,644041,615970,788375,780358
P12399,P12399,CTL2A_MOUSE,Ctla2a,Protein CTLA-2-alpha,6598.07,3239.14,,7472.06,5738.24,11206.1,5655.19,8987.25
P12658,P12658,CALB1_MOUSE,Calb1,Calbindin,16634.1,,,18422.2,18274.1,36858,19682.5,17245.8
P12710,P12710,FABPL_MOUSE,Fabp1,"Fatty acid-binding protein, liver",2.22E+08,1.93E+08,2.14E+08,2.18E+08,2.23E+08,2.18E+08,3.18E+08,5.65E+08
P12787,P12787,COX5A_MOUSE,Cox5a,"Cytochrome c oxidase subunit 5A, mitochondrial",329629,329116,371117,391890,418454,428164,412570,540906
P12790,P12790;P12791,CP2B9_MOUSE,Cyp2b9,Cytochrome P450 2B9,3.04E+06,3.08E+06,3.22E+06,3.13E+06,3.15E+06,3.02E+06,3.63E+06,3.41E+06
P12791,P12791,CP2BA_MOUSE,Cyp2b10,Cytochrome P450 2B10,5.52E+06,5.90E+06,6.06E+06,6.00E+06,6.06E+06,5.62E+06,5.41E+06,4.60E+06
P12815,P12815,PDCD6_MOUSE,Pdcd6,Programmed cell death protein 6,6633.4,,,,,,14669,22888.7
P12970,P12970,RL7A_MOUSE,Rpl7a,Large ribosomal subunit protein eL8,154996,150358,111840,114817,123043,128960,134154,158453
P13020,P13020,GELS_MOUSE,Gsn,Gelsolin,158931,175230,138774,152815,149716,150590,130655,149625
P13379,P13379,CD5_MOUSE,Cd5,T-cell surface glycoprotein CD5,,1970.74,,,,,1364.97,3122.7
P13412,P13412,TNNI2_MOUSE,Tnni2,"Troponin I, fast skeletal muscle",23490.3,51104.9,26194.6,122957,27940.9,57293.3,3399.49,
P13439,P13439,UMPS_MOUSE,Umps,Uridine 5'-monophosphate synthase,110856,117443,73690,109701,114323,124109,148519,143012
P13516,P13516,ACOD1_MOUSE,Scd1,Acyl-CoA desaturase 1,25277.1,26017.7,21915.5,14429.8,17673.4,18772.2,51414.1,73904
P13595,P13595,NCAM1_MOUSE,Ncam1,Neural cell adhesion molecule 1,28313.3,29899.9,25750.1,27519.5,26172.2,28852.9,19451.9,19293.3
P13597,P13597,ICAM1_MOUSE,Icam1,Intercellular adhesion molecule 1,368544,341299,314793,388335,361819,350387,334097,303356
P13634,P13634,CAH1_MOUSE,Ca1,Carbonic anhydrase 1,882246,885360,955309,943459,780064,830155,789389,894106
P13707,P13707,GPDA_MOUSE,Gpd1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",1.79E+06,1.75E+06,1.49E+06,1.57E+06,1.55E+06,1.70E+06,1.65E+06,1.85E+06
P13808,P13808,B3A2_MOUSE,Slc4a2,Anion exchange protein 2,14908.1,27636.3,1891.98,,8703.83,22877.2,15301.1,14866.6
P13864,P13864,DNMT1_MOUSE,Dnmt1,DNA (cytosine-5)-methyltransferase 1,69370,,105207,,77804.8,50200.3,41578,60276.6
P14069,P14069,S10A6_MOUSE,S100a6,Protein S100-A6,285126,171570,252272,320958,306773,252404,307003,261063
P14094,P14094,AT1B1_MOUSE,Atp1b1,Sodium/potassium-transporting ATPase subunit beta-1,461971,465690,488745,365047,435097,389156,688713,801243
P14106,P14106,C1QB_MOUSE,C1qb,Complement C1q subcomponent subunit B,,,,,,,10144.1,9086.19
P14115,P14115,RL27A_MOUSE,Rpl27a,Large ribosomal subunit protein uL15,168509,230001,181649,159628,130344,151530,141490,166196
P14131,P14131,RS16_MOUSE,Rps16,Small ribosomal subunit protein uS9,106880,85077.6,67796.6,75201.2,72256.7,74194.2,121832,157409
P14148,P14148,RL7_MOUSE,Rpl7,Large ribosomal subunit protein uL30,106855,82001.5,91354,84607.4,80211.9,105182,90020,112099
P14152,P14152,MDHC_MOUSE,Mdh1,"Malate dehydrogenase, cytoplasmic",3.20E+07,3.37E+07,3.23E+07,3.38E+07,3.33E+07,3.45E+07,3.66E+07,3.35E+07
P14206,P14206,RSSA_MOUSE,Rpsa,Small ribosomal subunit protein uS2,649423,679791,591996,588734,584300,613407,512201,536463
P14211,P14211,CALR_MOUSE,Calr,Calreticulin,4.79E+06,4.18E+06,3.99E+06,4.34E+06,4.92E+06,3.85E+06,6.70E+06,7.31E+06
P14231,P14231,AT1B2_MOUSE,Atp1b2,Sodium/potassium-transporting ATPase subunit beta-2,,,,,12309.8,19175,8866.92,12946
P14234,P14234,FGR_MOUSE,Fgr,Tyrosine-protein kinase Fgr,,,5071.34,,,,,4891.87
P14246,P14246,GTR2_MOUSE,Slc2a2,"Solute carrier family 2, facilitated glucose transporter member 2",412933,306270,222835,416172,417922,365305,581660,701933
P14429,P14429;P14430,HA17_MOUSE,H2-Q7,"H-2 class I histocompatibility antigen, Q7 alpha chain",34952.6,32367.2,29925.5,39736.5,46805.3,31857.5,53113.9,74575.8
P14434;P14438,P14434;P14438,HA2B_MOUSE;HA2U_MOUSE,H2-Aa,"H-2 class II histocompatibility antigen, A-B alpha chain",,,,,,,4646.14,14545.4
P14483,P14483,HB2A_MOUSE,H2-Ab1,"H-2 class II histocompatibility antigen, A beta chain",8304.73,,19951.3,20056.7,19914.7,17304,18448.6,18145
P14576,P14576,SRP54_MOUSE,Srp54,Signal recognition particle subunit SRP54,26515.9,32224.4,26485.8,29447.4,29845.1,30729,24294.9,29630.1
P14602,P14602,HSPB1_MOUSE,Hspb1,Heat shock protein beta-1,103042,118855,108273,102102,99787.1,104107,96410.3,90419.9
P14685,P14685,PSMD3_MOUSE,Psmd3,26S proteasome non-ATPase regulatory subunit 3,201579,173875,159897,159358,159187,179059,182887,189498
P14733,P14733,LMNB1_MOUSE,Lmnb1,Lamin-B1,395157,424621,385478,387654,321415,331849,351434,358604
P14824,P14824,ANXA6_MOUSE,Anxa6,Annexin A6,826347,824721,665673,765784,813630,782964,952429,1.03E+06
P14847,P14847,CRP_MOUSE,Crp,C-reactive protein,28115.9,,35347.3,41028.5,26024.2,32854.2,32094.2,29194.1
P14869,P14869,RLA0_MOUSE,Rplp0,Large ribosomal subunit protein uL10,502642,496422,513145,451740,477674,506858,515211,525124
P14873,P14873,MAP1B_MOUSE,Map1b,Microtubule-associated protein 1B,12468.6,15651.6,9569.01,12175.6,5651.81,9604.17,9121.59,9108.85
P14901,P14901,HMOX1_MOUSE,Hmox1,Heme oxygenase 1,86500,74293.6,86965,68463.8,78123.7,76695.6,60257.3,67864
P15105,P15105,GLNA_MOUSE,Glul,Glutamine synthetase,9.92E+06,9.33E+06,7.71E+06,8.02E+06,9.76E+06,8.23E+06,1.07E+07,1.05E+07
P15116,P15116,CADH2_MOUSE,Cdh2,Cadherin-2,286295,324149,391997,358028,261159,254751,251076,237127
P15208,P15208,INSR_MOUSE,Insr,Insulin receptor,174048,198616,212382,183236,164262,147381,156090,136008
P15261,P15261,INGR1_MOUSE,Ifngr1,Interferon gamma receptor 1,32458.3,,10130.5,43025.4,34347.9,42600.7,28286.4,26452.3
P15306,P15306,TRBM_MOUSE,Thbd,Thrombomodulin,20339.6,16253.6,21448,15306.3,22897,16635.9,16120.3,14692.4
P15307,P15307,REL_MOUSE,Rel,Proto-oncogene c-Rel,62184.8,64448.2,54139.7,59645.1,57704.7,66609,52667.4,40748.6
P15327,P15327,PMGE_MOUSE,Bpgm,Bisphosphoglycerate mutase,1.07E+06,893892,859231,962774,1.00E+06,895069,1.44E+06,1.25E+06
P15331,P15331,PERI_MOUSE,Prph,Peripherin,31616.4,29227.7,21035.3,45601.2,,49544.2,21693.4,32361.5
P15379,P15379,CD44_MOUSE,Cd44,CD44 antigen,68784.8,43511,79231.7,78842.1,106150,64734.2,72596.3,69536.1
P15392,P15392,CP2A4_MOUSE,Cyp2a4,Cytochrome P450 2A4,506778,551054,593124,619112,539226,554131,633754,613137
P15508,P15508,SPTB1_MOUSE,Sptb,"Spectrin beta chain, erythrocytic",130082,148019,115379,135037,131970,131426,166177,164866
P15532,P15532,NDKA_MOUSE,Nme1,Nucleoside diphosphate kinase A,874434,697392,1.41E+06,704797,1.13E+06,1.59E+06,2.73E+06,2.94E+06
P15535,P15535,B4GT1_MOUSE,B4galt1,"Beta-1,4-galactosyltransferase 1",27713.5,35082.7,27752.5,32973.7,41101.8,28565.2,35465.5,36285.9
P15626,P15626;Q8R5I6,GSTM2_MOUSE,Gstm2,Glutathione S-transferase Mu 2,860180,742133,767548,755791,902717,778900,1.14E+06,1.16E+06
P15702,P15702,LEUK_MOUSE,Spn,Leukosialin,96836.8,,94988.5,89058.9,,79014.1,80232.5,84776.4
P15864,P15864;P43274;P43275;P43277,H12_MOUSE,H1-2,Histone H1.2,1.11E+06,1.03E+06,807114,1.05E+06,1.04E+06,1.09E+06,1.93E+06,2.27E+06
P15920,P15920,VPP2_MOUSE,Atp6v0a2,V-type proton ATPase 116 kDa subunit a 2,50871.9,61434.5,53199.8,65054.3,61300.4,53764.6,54744.8,52752.3
P16015,P16015,CAH3_MOUSE,Ca3,Carbonic anhydrase 3,7.96E+06,5.87E+06,9.58E+06,9.53E+06,7.32E+06,7.87E+06,7.69E+06,1.15E+07
P16045,P16045,LEG1_MOUSE,Lgals1,Galectin-1,155914,139614,156891,105796,144243,146002,283352,402248
P16056,P16056,MET_MOUSE,Met,Hepatocyte growth factor receptor,63556.3,61347.6,67693.1,72217.8,61958.3,60966.6,50717,56091.2
P16110,P16110,LEG3_MOUSE,Lgals3,Galectin-3,,,19629.9,30063.4,19066.5,43476.4,23535.1,24701.8
P16125,P16125,LDHB_MOUSE,Ldhb,L-lactate dehydrogenase B chain,182605,201415,190440,198466,212350,173950,203160,223560
P16254,P16254,SRP14_MOUSE,Srp14,Signal recognition particle 14 kDa protein,290572,282817,301746,201642,277487,263599,355047,372740
P16294,P16294,FA9_MOUSE,F9,Coagulation factor IX,151214,199371,200460,204376,211224,195928,238156,196957
P16301,P16301,LCAT_MOUSE,Lcat,Phosphatidylcholine-sterol acyltransferase,324010,277233,295378,296614,302648,278214,361726,356689
P16330,P16330,CN37_MOUSE,Cnp,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",38357.4,43335.4,41263.4,35788.1,29172.1,35133.6,26650.7,26698.5
P16331,P16331,PH4H_MOUSE,Pah,Phenylalanine-4-hydroxylase,3.20E+06,2.62E+06,2.49E+06,2.47E+06,2.95E+06,2.76E+06,4.02E+06,3.35E+06
