Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/0b/cd9f8e0d84ba1195e591146376f93f/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep3_R1.mzML,/nextflow_runs/work/d7/f784ad75390802c2c3b005e80fff55/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep2_R1.mzML,/nextflow_runs/work/a1/85649604e2b2415d2f64f44be281e9/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep4_R1.mzML,/nextflow_runs/work/56/7b52e7aeb74109b02169869c2d7ecc/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep4_R1.mzML,/nextflow_runs/work/1a/e8750790b3adc3a7a1a37645361f80/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep1_R1.mzML,/nextflow_runs/work/3e/0970b23559fe20edc6370815db8ee6/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep1_R1.mzML,/nextflow_runs/work/20/b9465cbeac6ea65d7bd30af785176a/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep2_R1.mzML,/nextflow_runs/work/70/9fc6e04e87ba43745794f5582a1775/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep3_R1.mzML
P00184,P00184,CP1A1_MOUSE,Cyp1a1,Cytochrome P450 1A1,36573.1,49816.1,41478.5,28904.7,46240.7,49534.5,56554.7,33441.1
P00184;P00186,P00184;P00186,CP1A1_MOUSE;CP1A2_MOUSE,Cyp1a1;Cyp1a2,Cytochrome P450 1A1,246128,187785,144427,294571,397685,278828,539019,89269.9
P00186,P00186,CP1A2_MOUSE,Cyp1a2,Cytochrome P450 1A2,990010,479004,646999,972518,1.20E+06,602796,1.74E+06,339981
P00329,P00329,ADH1_MOUSE,Adh1,Alcohol dehydrogenase 1,3.20E+07,3.62E+07,3.50E+07,3.30E+07,3.30E+07,3.42E+07,3.18E+07,2.33E+07
P00375,P00375,DYR_MOUSE,Dhfr,Dihydrofolate reductase,16766.6,15310.7,15700.7,19759.9,12186.1,15538.6,10867.6,16106.6
P00397,P00397,COX1_MOUSE,Mtco1,Cytochrome c oxidase subunit 1,,,,,4266.9,,17439.2,
P00405,P00405,COX2_MOUSE,Mtco2,Cytochrome c oxidase subunit 2,3.68E+06,4.22E+06,4.02E+06,3.89E+06,4.10E+06,3.63E+06,3.28E+06,4.26E+06
P00416,P00416,COX3_MOUSE,mt-Co3,Cytochrome c oxidase subunit 3,12446.6,27558.4,20523.8,20927.1,15011.4,30833.5,55423.2,4042.99
P00493,P00493,HPRT_MOUSE,Hprt1,Hypoxanthine-guanine phosphoribosyltransferase,263788,384235,367013,421299,330170,369268,469675,253267
P00688,P00687;P00688,AM2A5_MOUSE,Amy2a5,Pancreatic alpha-amylase 2a5,98840.3,98528.8,99039.8,110928,84917.6,87672.4,93743.7,84986.9
P00920,P00920,CAH2_MOUSE,Ca2,Carbonic anhydrase 2,1.65E+06,1.79E+06,1.52E+06,1.81E+06,1.57E+06,1.49E+06,1.75E+06,1.24E+06
P01027,P01027,CO3_MOUSE,C3,Complement C3,1.60E+06,1.82E+06,1.88E+06,1.76E+06,1.99E+06,1.92E+06,2.11E+06,1.14E+06
P01029,P01029,CO4B_MOUSE,C4b,Complement C4-B,313823,345764,336152,314452,337598,357130,378236,300501
P01592,P01592,IGJ_MOUSE,Jchain,Immunoglobulin J chain,9946.31,9333.2,14404,12702,8520.2,8418.86,9257.21,13292.8
P01630,P01630,KV2A6_MOUSE,,Ig kappa chain V-II region 7S34.1,4099.57,,4613.37,6311.04,2915.78,,3959.4,5565.95
P01631,P01631,KV2A7_MOUSE,,Ig kappa chain V-II region 26-10,23970.6,31351,24747.1,27825.7,33168.3,26672.7,25353.1,31591.7
P01635,P01635,KV5A3_MOUSE,Igkv12-41,Immunoglobulin kappa chain variable 12-41 (Fragment),14863.7,10774.3,12721.4,18855,12926.8,11027.2,12291.7,12045.1
P01636,P01636,KV5A4_MOUSE,,Ig kappa chain V-V region MOPC 149,4996.02,,2460.28,2046.69,3139.68,2583.65,3202.13,3494.66
P01660,P01660,KV3A8_MOUSE,,Ig kappa chain V-III region PC 3741/TEPC 111,6095.26,9423.1,5977.63,6953.79,7588.88,4556.33,5316.49,5422.34
P01680,P01680,KV4A1_MOUSE,,Ig kappa chain V-IV region S107B,20141.9,16273,12962.5,18708.9,13729.7,17811,13562.2,19032.2
P01723;P01726;P01727;P01728;P01729,P01723;P01726;P01727;P01728;P01729,LV1A_MOUSE;LV1D_MOUSE;LV1E_MOUSE;LV2A_MOUSE;LV2B_MOUSE,,Ig lambda-1 chain V region,38487,62878.3,55493.5,41336.4,45616.1,52987.3,45828.7,55629.9
P01754;P06328,P01753;P01754;P06328,HVM10_MOUSE;HVM49_MOUSE,Ighv1-62-3;Ighv1-72,Ig heavy chain V region 1-62-3,16218.7,7353.97,15016,21172.8,13109.2,,9296.39,20069.3
P01756;P01757;P06330,P01756;P01757;P06330,HVM12_MOUSE;HVM13_MOUSE;HVM51_MOUSE,,Ig heavy chain V region MOPC 104E,5649.14,4265.26,11204.1,19658.3,14320.4,12470.6,15294.8,13106.8
P01786,P01786,HVM17_MOUSE,,Ig heavy chain V region MOPC 47A,5873.35,4484.17,6802.55,6628.69,7633.41,8937.4,7423.18,9930.78
P01801,P01796;P01797;P01799;P01801;P01803;P01804,HVM32_MOUSE,,Ig heavy chain V-III region J606,2907.92,8138.75,7811.74,9319.27,5561.94,8555.01,9246.06,2657.26
P01831,P01831,THY1_MOUSE,Thy1,Thy-1 membrane glycoprotein,46562.3,41900.8,38071.1,48180.2,47915,36634.1,34921.2,48538.2
P01837,P01837,IGKC_MOUSE,Igkc,Immunoglobulin kappa constant,43792.9,69805.7,71734.4,39828.7,52129.8,80143.9,83392.8,28189.4
P01863;P01865,P01865;P01863;P01864,GCAA_MOUSE;GCAM_MOUSE,Igh-1a;Ighg,"Ig gamma-2A chain C region, A allele",18211,36213.1,31710.1,24990.9,43468.1,28441.3,40903.3,16365.2
P01864,P01864,GCAB_MOUSE,,Ig gamma-2A chain C region secreted form,2383.96,,5940.32,14936,9607.55,6441.42,1840.66,
P01867,P01867,IGG2B_MOUSE,Ighg2b,Immunoglobulin heavy constant gamma 2B,121308,119086,118502,151327,128112,115937,99970.2,140910
P01868;P01869,P01868;P01869,IGH1M_MOUSE;IGHG1_MOUSE,Ighg1,Ig gamma-1 chain C region secreted form,5529.02,8070.86,5823.06,4327.44,7441.57,8590.17,3046.82,10788.6
P01872,P01872,IGHM_MOUSE,Ighm,Immunoglobulin heavy constant mu,176320,176638,167138,192913,171099,162584,153354,192512
P01878,P01878,IGHA_MOUSE,,Ig alpha chain C region,7183.03,12675.4,8536.93,14227.6,9313.93,12978.9,13808.6,
P01887,P01887,B2MG_MOUSE,B2m,Beta-2-microglobulin,507236,553517,454212,502676,473729,473787,504008,448205
P01898,P01898,HA10_MOUSE,H2-Q10,"H-2 class I histocompatibility antigen, Q10 alpha chain",109544,144014,166656,153791,199370,164022,251164,53736
P01898;P01899,P01898;P01899;P01902;P14429;P14430;P14431,HA10_MOUSE;HA11_MOUSE,H2-D1;H2-Q10,"H-2 class I histocompatibility antigen, Q10 alpha chain",261087,160554,168501,209475,206668,200021,162563,224548
P01898;P01899;P01900;P01901,P01895;P01897;P01898;P01899;P01900;P01901;P03991;P04223;P14426;P14428;P14429;P14430;P01896,HA10_MOUSE;HA11_MOUSE;HA12_MOUSE;HA1B_MOUSE,H2-D1;H2-K1;H2-Q10,"H-2 class I histocompatibility antigen, Q10 alpha chain",316505,238754,281681,252064,267318,236581,195387,283456
P01898;P01899;P01900;P01901;P06339,P01895;P01897;P01898;P01899;P01900;P01901;P01902;P03991;P04223;P06339;P14426;P14427;P14428;P14429;P14430;P14432;P01896,HA10_MOUSE;HA11_MOUSE;HA12_MOUSE;HA15_MOUSE;HA1B_MOUSE,H2-D1;H2-K1;H2-Q10;H2-T23,"H-2 class I histocompatibility antigen, Q10 alpha chain",66484.9,45767.8,43645.8,62043.6,43112.5,45240.7,44840.6,67225.7
P01899,P01897;P01899,HA11_MOUSE,H2-D1,"H-2 class I histocompatibility antigen, D-B alpha chain",184920,130844,193495,141437,143858,215987,319529,42700.1
P01899;P01900;P01901,P01899;P01900;P01901;P03991;P04223;P14428,HA11_MOUSE;HA12_MOUSE;HA1B_MOUSE,H2-D1;H2-K1,"H-2 class I histocompatibility antigen, D-B alpha chain",41728.2,60006.3,97787.5,49949.6,65690.4,69634.8,95588.1,11638
P01899;P01900;P01901;P06339,P01897;P01899;P01900;P01901;P03991;P04223;P06339;P14426;P14427;P14428;P14429;P14430;P14431,HA11_MOUSE;HA12_MOUSE;HA15_MOUSE;HA1B_MOUSE,H2-D1;H2-K1;H2-T23,"H-2 class I histocompatibility antigen, D-B alpha chain",569306,604403,499526,523910,659965,555278,568519,597199
P01900;P01901,P01900;P01901;P01902;P14427,HA12_MOUSE;HA1B_MOUSE,H2-D1;H2-K1,"H-2 class I histocompatibility antigen, D-D alpha chain",53589.7,59284.1,49083.6,50620.7,45948.4,60316.4,51772,28816.1
P01901,P01901;P01902,HA1B_MOUSE,H2-K1,"H-2 class I histocompatibility antigen, K-B alpha chain",187692,98254.3,190745,162068,201567,199836,236076,95604.4
P01942,P01942,HBA_MOUSE,Hba,Hemoglobin subunit alpha,6.80E+06,7.71E+06,1.12E+07,8.94E+06,7.47E+06,7.30E+06,7.74E+06,4.36E+06
P02088,P02088,HBB1_MOUSE,Hbb-b1,Hemoglobin subunit beta-1,3.64E+06,542344,2.58E+06,4.19E+06,1.66E+06,1.66E+06,2.16E+06,2.56E+06
P02088;P02089,P02088;P02089,HBB1_MOUSE;HBB2_MOUSE,Hbb-b1;Hbb-b2,Hemoglobin subunit beta-1,1.41E+07,1.29E+07,1.52E+07,1.37E+07,1.50E+07,1.62E+07,1.62E+07,7.75E+06
P02088;P02089;P02104,P02088;P02089;P02104,HBB1_MOUSE;HBB2_MOUSE;HBE_MOUSE,Hbb-b1;Hbb-b2;Hbb-y,Hemoglobin subunit beta-1,1.44E+06,1.58E+06,2.55E+06,1.24E+06,2.14E+06,2.10E+06,1.13E+06,914984
P02089,P02089,HBB2_MOUSE,Hbb-b2,Hemoglobin subunit beta-2,22083.8,173360,105169,123074,195759,151622,85366.2,98205.9
P02104,P02104,HBE_MOUSE,Hbb-y,Hemoglobin subunit epsilon-Y2,3405.22,5826.31,3312.36,5348.43,5530.11,8285.28,6419.3,1202.64
P02301;P68433;P84228;P84244,P02301;P68433;P84228;P84244,H31_MOUSE;H32_MOUSE;H33_MOUSE;H3C_MOUSE,H3-3a;H3-5;H3c1;H3c2,Histone H3.3C,16529.1,14258.2,10892.5,11682.5,11879.7,9767.09,17307.9,
P02463,P02463,CO4A1_MOUSE,Col4a1,Collagen alpha-1(IV) chain,7795.19,2418.13,,6638.9,4284.28,5866.48,6440.82,
P02469,P02469,LAMB1_MOUSE,Lamb1,Laminin subunit beta-1,1545.32,,,,1895.76,,879.882,1311.82
P02535,P02535;P08730,K1C10_MOUSE,Krt10,"Keratin, type I cytoskeletal 10",113902,19791.4,56775.4,105045,,11354.1,27617.9,18479.5
P02535;Q9Z2K1,P02535;Q61781;Q8VCW2;Q9Z2K1;Q9Z320;Q61414,K1C10_MOUSE;K1C16_MOUSE,Krt10;Krt16,"Keratin, type I cytoskeletal 10",1.49E+06,41578.7,305648,232026,,55778.7,97599.5,108198
P02798,P02798,MT2_MOUSE,Mt2,Metallothionein-2,13091,10403.9,7730.34,13297.5,9373.91,16254,5924.4,11264.5
P02802,P02802,MT1_MOUSE,Mt1,Metallothionein-1,68045,68180,83990.6,66614.4,68800.4,80118.8,56463.4,39767.1
P03888,P03888,NU1M_MOUSE,Mtnd1,NADH-ubiquinone oxidoreductase chain 1,,2051.53,4558.88,4884.95,3569.56,4285.32,5849.9,
P03893,P03893,NU2M_MOUSE,mt-Nd2,NADH-ubiquinone oxidoreductase chain 2,27003.1,32810.4,37726.3,16173.5,29501.2,42753.5,37034.7,23349
P03911,P03911,NU4M_MOUSE,Mtnd4,NADH-ubiquinone oxidoreductase chain 4,26136,38774.9,28597.4,29045.8,29812.1,40646.3,38745.7,27756.9
P03921,P03921,NU5M_MOUSE,Mtnd5,NADH-ubiquinone oxidoreductase chain 5,61686.6,70816.8,38470.9,66142.2,72294.7,65343.4,89268.2,68887.9
P03930,P03930,ATP8_MOUSE,Mtatp8,ATP synthase protein 8,594279,338196,901430,567101,842884,976531,1.15E+06,184390
P03953,P03953,CFAD_MOUSE,Cfd,Complement factor D,7289.25,14451.8,18906.6,11425.6,20713.6,24627.2,24959.4,6050.51
P03958,P03958,ADA_MOUSE,Ada,Adenosine deaminase,72033.5,83663.7,86331.4,94243.9,86858.7,89082.9,93625.5,64789.3
P03987,P03987,IGHG3_MOUSE,,Ig gamma-3 chain C region,49656.3,66573.1,48315,58937.3,60290.9,57443.9,57471.5,68120.9
P04104,P04104,K2C1_MOUSE,Krt1,"Keratin, type II cytoskeletal 1",527207,21697.8,80581.4,187094,38097.4,109643,179197,93245.1
P04104;P11679;Q3TTY5;Q8VED5;Q922U2,P04104;P11679;P50446;Q3TTY5;Q8BGZ7;Q922U2;Q9Z331;Q6IFZ6;Q8VED5,K22E_MOUSE;K2C1_MOUSE;K2C5_MOUSE;K2C79_MOUSE;K2C8_MOUSE,Krt1;Krt2;Krt5;Krt79;Krt8,"Keratin, type II cytoskeletal 1",23089.8,4671.93,7828.81,12765,,14192.1,12167.4,3427.65
P04117,P04117,FABP4_MOUSE,Fabp4,"Fatty acid-binding protein, adipocyte",407694,477456,505924,415859,484188,464480,542045,408136
P04186,P04186,CFAB_MOUSE,Cfb,Complement factor B,46155.9,47211.1,58353.2,59521.6,62438.9,66542.4,58728.8,49930.9
P04247,P04247,MYG_MOUSE,Mb,Myoglobin,50177.2,92557.4,79771.9,63910.8,75348.5,77799.8,105367,41125.9
P04370,P04370,MBP_MOUSE,Mbp,Myelin basic protein,15853.9,14454,19093.3,18135.7,19263.3,17812.8,23404,15795.7
P04441,P04441,HG2A_MOUSE,Cd74,H-2 class II histocompatibility antigen gamma chain,29019.2,30692.1,21907.2,37919.4,35135.8,26498.9,25515.6,32267.8
P04627,P04627,ARAF_MOUSE,Araf,Serine/threonine-protein kinase A-Raf,5239.47,,,11193.6,9425.52,7352.65,8964.5,9325.02
P04919,P04919,B3AT_MOUSE,Slc4a1,Band 3 anion transport protein,317509,245863,237675,291573,312830,277895,337830,263086
P04939,P04939,MUP3_MOUSE,Mup3,Major urinary protein 3,15120.1,16495.6,12330.2,16854.9,15941.6,11401,10361.9,15419.8
P05017,P05017,IGF1_MOUSE,Igf1,Insulin-like growth factor I,,,2002.73,,,,3842.47,
P05063,P05063,ALDOC_MOUSE,Aldoc,Fructose-bisphosphate aldolase C,34054.4,38409,25855.7,34327.9,37678,30829.5,33738,27422.7
P05063;P05064,P05063;P05064,ALDOA_MOUSE;ALDOC_MOUSE,Aldoa;Aldoc,Fructose-bisphosphate aldolase C,259862,205763,234749,189071,197224,288200,287185,225131
P05064,P05064,ALDOA_MOUSE,Aldoa,Fructose-bisphosphate aldolase A,903711,1.02E+06,1.06E+06,921150,985777,1.03E+06,1.24E+06,493774
P05132,P05132,KAPCA_MOUSE,Prkaca,cAMP-dependent protein kinase catalytic subunit alpha,166373,,,314460,233611,,340342,
P05132;P68181,P05132;P68181,KAPCA_MOUSE;KAPCB_MOUSE,Prkaca;Prkacb,cAMP-dependent protein kinase catalytic subunit alpha,51010.4,,,72263.7,63834.1,7468.36,84187.2,7739.41
P05201,P05201,AATC_MOUSE,Got1,"Aspartate aminotransferase, cytoplasmic",2.70E+06,3.17E+06,3.19E+06,2.91E+06,3.14E+06,2.42E+06,3.09E+06,1.94E+06
P05202,P05202,AATM_MOUSE,Got2,"Aspartate aminotransferase, mitochondrial",8.16E+06,8.32E+06,9.57E+06,8.01E+06,9.23E+06,8.64E+06,8.87E+06,5.04E+06
P05208,P05208,CEL2A_MOUSE,Cela2a,Chymotrypsin-like elastase family member 2A,9090.5,12074.1,12112.1,14599,8202.21,10451.6,7690.33,6447.99
P05213;P68369;P68373,P05213;P68369;P68373,TBA1A_MOUSE;TBA1B_MOUSE;TBA1C_MOUSE,Tuba1a;Tuba1b;Tuba1c,Tubulin alpha-1B chain,156435,194982,191653,123654,162000,175267,118395,170649
P05555,P05555,ITAM_MOUSE,Itgam,Integrin alpha-M,4246.81,8041.64,6223.58,9730.69,6256.2,6319.08,6552.26,6713.56
P05784,P05784,K1C18_MOUSE,Krt18,"Keratin, type I cytoskeletal 18",165174,183864,175538,164244,162403,193679,157899,175562
P05784;P19001,P05784;P19001,K1C18_MOUSE;K1C19_MOUSE,Krt18;Krt19,"Keratin, type I cytoskeletal 18",56221.7,56701.4,47020.8,48929.8,33972.8,65855.7,53204.5,47891.4
P05977;P09542,P09542;P05977,MYL1_MOUSE;MYL3_MOUSE,Myl1;Myl3,"Myosin light chain 1/3, skeletal muscle isoform",52380.2,7488.11,63914.9,,47572.9,58265.8,66514.2,12595
P06151,P06151,LDHA_MOUSE,Ldha,L-lactate dehydrogenase A chain,1.53E+07,1.49E+07,1.66E+07,1.61E+07,1.55E+07,1.54E+07,1.49E+07,1.14E+07
P06151;P16125,P00342;P06151;P16125,LDHA_MOUSE;LDHB_MOUSE,Ldha;Ldhb,L-lactate dehydrogenase A chain,9.67E+06,7.46E+06,7.51E+06,7.90E+06,8.11E+06,7.07E+06,7.34E+06,7.50E+06
P06339,P06339,HA15_MOUSE,H2-T23,"H-2 class I histocompatibility antigen, D-37 alpha chain",4731.3,,4358.69,2285.18,4017.78,3851.7,4682.94,
P06537,P06537,GCR_MOUSE,Nr3c1,Glucocorticoid receptor,40517.8,44390.1,31852.4,44261.7,35096.9,40600.6,35212.4,48661
P06683,P06683,CO9_MOUSE,C9,Complement component C9,4614.08,3674.36,6381.09,,6048.58,4278.3,4434.67,3429.75
P06684,P06684,CO5_MOUSE,C5,Complement C5,11155.9,4956.32,7291.53,8988.88,7797.23,8412.76,6382.84,6443.99
P06728,P06728,APOA4_MOUSE,Apoa4,Apolipoprotein A-IV,430754,450531,476514,443783,458880,493324,486231,408250
P06745,P06745,G6PI_MOUSE,Gpi,Glucose-6-phosphate isomerase,457034,447186,460274,424371,402553,525188,494329,354548
P06797,P06797,CATL1_MOUSE,Ctsl,Procathepsin L,37392.1,31439.2,48304.7,36695.7,50002.4,44187.5,45766.9,32021.5
P06800,P06800,PTPRC_MOUSE,Ptprc,Receptor-type tyrosine-protein phosphatase C,13437.5,13886.8,11531.7,16969.8,18204.5,16049.9,18371.7,15314.4
P06801,P06801,MAOX_MOUSE,Me1,NADP-dependent malic enzyme,3.59E+06,3.72E+06,3.77E+06,3.93E+06,3.80E+06,4.13E+06,4.22E+06,2.65E+06
P06802,P06802,ENPP1_MOUSE,Enpp1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,248279,200703,203600,203080,196031,198837,229933,155459
P06837,P06837,NEUM_MOUSE,Gap43,Neuromodulin,11064.3,11431.4,12314.6,9790.2,12050.2,6675.41,11031.8,10542.3
P06909,P06909,CFAH_MOUSE,Cfh,Complement factor H,144350,154572,154692,148077,158439,153077,149231,136638
P07091,P07091,S10A4_MOUSE,S100a4,Protein S100-A4,15342.7,10230.8,11616.1,13129.9,9458.74,8403.6,8593.77,9811.89
P07214,P07214,SPRC_MOUSE,Sparc,SPARC,18020.1,6705.88,13822,18306.4,11038.4,13892.7,17561.9,17702.3
P07309,P07309,TTHY_MOUSE,Ttr,Transthyretin,951266,1.12E+06,1.10E+06,1.05E+06,931499,917072,1.17E+06,698452
P07310,P07310,KCRM_MOUSE,Ckm,Creatine kinase M-type,2213.37,6278.46,4160.19,6720.49,5228.53,5317.51,3977.43,6498.19
P07356,P07356,ANXA2_MOUSE,Anxa2,Annexin A2,79020.9,54995.8,70406.2,74869.6,61455.7,64699.4,61076.6,68075.6
P07361,P07361;Q60590,A1AG2_MOUSE,Orm2,Alpha-1-acid glycoprotein 2,194329,191371,190746,183891,193498,155692,158065,233134
P07628;P36369,P07628;P36369,K1B26_MOUSE;K1KB8_MOUSE,Klk1b26;Klk1b8,Kallikrein 1-related peptidase b8,12390.6,10062.3,14539.5,11511.4,,11404.6,9819.26,9249.77
P07724,P07724,ALBU_MOUSE,Alb,Albumin,1.46E+07,1.45E+07,1.65E+07,1.55E+07,1.64E+07,1.77E+07,2.01E+07,9.10E+06
P07758;Q00896,P07758;Q00896,A1AT1_MOUSE;A1AT3_MOUSE,Serpina1a;Serpina1c,Alpha-1-antitrypsin 1-1,246151,209145,274869,201069,273570,319149,403448,169410
P07759,P07759,SPA3K_MOUSE,Serpina3k,Serine protease inhibitor A3K,202963,280369,274729,227950,286931,360425,325128,124900
P07759;Q03734,P07759;Q03734;P29621;Q80X76,SPA3K_MOUSE;SPA3M_MOUSE,Serpina3k;Serpina3m,Serine protease inhibitor A3K,5552.75,8803.84,25724.4,13331,20185.4,16112.8,16645.4,10961
P07759;Q03734;Q5I2A0;Q91WP6,P07759;Q5I2A0;Q03734;Q91WP6;P29621,SPA3G_MOUSE;SPA3K_MOUSE;SPA3M_MOUSE;SPA3N_MOUSE,Serpina3g;Serpina3k;Serpina3m;Serpina3n,Serine protease inhibitor A3K,287843,329963,399403,382888,515719,323775,441465,207048
P07901,P07901,HS90A_MOUSE,Hsp90aa1,Heat shock protein HSP 90-alpha,529562,518145,646082,531872,507797,658698,686222,357943
P07901;P11499,P07901;P11499,HS90A_MOUSE;HS90B_MOUSE,Hsp90aa1;Hsp90ab1,Heat shock protein HSP 90-alpha,2.55E+06,2.38E+06,2.67E+06,2.40E+06,2.59E+06,2.88E+06,2.95E+06,1.79E+06
P08003,P08003,PDIA4_MOUSE,Pdia4,Protein disulfide-isomerase A4,492489,469696,507082,518731,535863,507741,512547,435968
P08030,P08030,APT_MOUSE,Aprt,Adenine phosphoribosyltransferase,20484.5,22583.2,19192.9,20198.1,18269.8,24169.4,21379.7,17387.4
P08032,P08032,SPTA1_MOUSE,Spta1,"Spectrin alpha chain, erythrocytic 1",35646.1,34140.3,38483.4,40321,40819.4,35953.9,39263.6,41762
P08032;P16546,P08032;P16546,SPTA1_MOUSE;SPTN1_MOUSE,Spta1;Sptan1,"Spectrin alpha chain, erythrocytic 1",79639.5,47801.5,59649.8,60571.3,50185.7,59545.6,49388.3,49268.7
P08071,P08071,TRFL_MOUSE,Ltf,Lactotransferrin,,,,,,,1472.92,
P08101,P08101,FCGR2_MOUSE,Fcgr2,Low affinity immunoglobulin gamma Fc region receptor II,47868.1,35459.5,47300.1,40881,42767.8,43958.1,53968.8,39000.8
P08103,P08103,HCK_MOUSE,Hck,Tyrosine-protein kinase HCK,8946.53,4723.36,,8680.68,10819.2,4813.54,8395.19,5207.25
P08113,P08113,ENPL_MOUSE,Hsp90b1,Endoplasmin,1.33E+06,1.30E+06,1.51E+06,1.37E+06,1.38E+06,1.35E+06,1.76E+06,860417
P08113;P11499,P08113;P11499,ENPL_MOUSE;HS90B_MOUSE,Hsp90ab1;Hsp90b1,Endoplasmin,700850,494871,723257,538227,830703,945039,950604,599805
P08121,P08121,CO3A1_MOUSE,Col3a1,Collagen alpha-1(III) chain,,,,,,4006.67,3632.98,
P08122,P08122,CO4A2_MOUSE,Col4a2,Collagen alpha-2(IV) chain,11173.8,15248.7,15610.9,16243,10336.8,14042.1,11244.3,14803.4
P08207,P08207,S10AA_MOUSE,S100a10,Protein S100-A10,4483.87,8792.12,2747.66,2700.7,10713.7,7207.39,6601.12,4824.93
P08226,P08226,APOE_MOUSE,Apoe,Apolipoprotein E,4.06E+06,4.93E+06,4.78E+06,4.50E+06,4.90E+06,4.60E+06,5.07E+06,3.23E+06
P08228,P08228,SODC_MOUSE,Sod1,Superoxide dismutase [Cu-Zn],395989,485855,528259,441817,454660,466477,708023,241796
P08249,P08249,MDHM_MOUSE,Mdh2,"Malate dehydrogenase, mitochondrial",6.15E+06,6.21E+06,6.64E+06,6.59E+06,7.72E+06,7.40E+06,8.71E+06,5.09E+06
P08607,P08607,C4BPA_MOUSE,C4bpa,C4b-binding protein,52053.3,41764.2,43765,47632.7,56346.7,59319.4,57900.5,47600
P08752,P08752,GNAI2_MOUSE,Gnai2,Guanine nucleotide-binding protein G(i) subunit alpha-2,21132.4,12465.8,18163.8,13850.2,9646.2,13376.4,23032.3,12846.7
P08752;P18872;P50149;P63094;Q9DC51,B2RSH2;P08752;P18872;P20612;P50149;P63094;Q3V3I2;Q6R0H7;Q8CGK7;Q9DC51,GNAI2_MOUSE;GNAI3_MOUSE;GNAO_MOUSE;GNAS2_MOUSE;GNAT2_MOUSE,Gnai2;Gnai3;Gnao1;Gnas;Gnat2,Guanine nucleotide-binding protein G(i) subunit alpha-2,164152,186186,163674,166474,141527,152336,122184,172157
P08752;P18872;Q9DC51,B2RSH2;P08752;P18872;Q9DC51,GNAI2_MOUSE;GNAI3_MOUSE;GNAO_MOUSE,Gnai2;Gnai3;Gnao1,Guanine nucleotide-binding protein G(i) subunit alpha-2,2410.88,,1199.44,,1617.45,,1688.03,2898.69
P08752;P50149;Q9DC51,B2RSH2;P08752;P20612;P50149;Q3V3I2;Q9DC51,GNAI2_MOUSE;GNAI3_MOUSE;GNAT2_MOUSE,Gnai2;Gnai3;Gnat2,Guanine nucleotide-binding protein G(i) subunit alpha-2,13310.4,23223,13772.3,15390.7,26335.3,25099.6,25569.6,10473.7
P08752;Q9DC51,B2RSH2;P08752;Q9DC51,GNAI2_MOUSE;GNAI3_MOUSE,Gnai2;Gnai3,Guanine nucleotide-binding protein G(i) subunit alpha-2,28364.6,40297.7,26177.2,23202.2,27198.2,33055.8,42223.4,17278.5
P08775,P08775,RPB1_MOUSE,Polr2a,DNA-directed RNA polymerase II subunit RPB1,73409.5,16611.3,175706,78296.5,191864,26495.2,48583.8,
P08905;P17897,P08905;P17897,LYZ1_MOUSE;LYZ2_MOUSE,Lyz1;Lyz2,Lysozyme C-2,26075.6,44502.6,34113.2,25284.2,28463.7,32866.5,35504.8,24880.6
P09025;P09632;P23463,P09025;P09632;P23463,HXB8_MOUSE;HXC8_MOUSE;HXD8_MOUSE,Hoxb8;Hoxc8;Hoxd8,Homeobox protein Hox-C8,7625.61,4012.47,15134.9,11835.9,,9841.54,,4629.61
P09055,P09055,ITB1_MOUSE,Itgb1,Integrin beta-1,343631,255411,309227,267121,261674,244691,277313,281779
P09103,P09103,PDIA1_MOUSE,P4hb,Protein disulfide-isomerase,7.25E+06,6.72E+06,8.49E+06,7.42E+06,7.61E+06,7.88E+06,8.27E+06,4.65E+06
P09405,P09405,NUCL_MOUSE,Ncl,Nucleolin,356520,397214,441183,362165,415583,411760,432710,356148
P09411,P09411,PGK1_MOUSE,Pgk1,Phosphoglycerate kinase 1,316142,291004,317127,315607,294535,331929,298477,298264
P09470,P09470,ACE_MOUSE,Ace,Angiotensin-converting enzyme,,6026.99,2581.37,,,,,
P09528,P09528,FRIH_MOUSE,Fth1,Ferritin heavy chain,20942.6,26168.7,20850.8,23828.6,24492,22792.9,33660.1,16613.4
P09581,P09581,CSF1R_MOUSE,Csf1r,Macrophage colony-stimulating factor 1 receptor,19012.8,18541.4,27265.5,23227.8,19532.6,26236.7,24275.2,17914.9
P09602,P09602,HMGN2_MOUSE,Hmgn2,Non-histone chromosomal protein HMG-17,434996,393644,472426,330145,487361,466100,495508,405771
P09671,P09671,SODM_MOUSE,Sod2,"Superoxide dismutase [Mn], mitochondrial",541662,843026,808237,696576,621141,792748,1.54E+06,164157
P09803,P09803,CADH1_MOUSE,Cdh1,Cadherin-1,26813.4,16791.7,21901.9,24438,17152.6,11695.2,16710.7,14781.1
